,Name,Year,Genre,Director,Star1,Star2,Star3,Star4,Star5,Runtime,Rating,Metascore,IMDB rating,Votes,Gross,Inflation adjusted,numStarW,numStarN,starWon,starNom,numMovieW,numMovieN,numOtherW,numOtherN
520,Batman Begins,2005,39,Christopher Nolan,Christian Bale,Michael Caine,Ken Watanabe,Liam Neeson,,140,0,70,8.2,1177001,206850000,267719034,2,6,0,0,0,0,0,0
521,Sucker Punch,2011,71,Zack Snyder,Emily Browning,Vanessa Hudgens,Abbie Cornish,Jena Malone,,110,2,33,6.1,216964,36390000,40890687,0,0,0,0,0,0,0,0
522,Beetlejuice,1988,104,Tim Burton,Alec Baldwin,Geena Davis,Michael Keaton,Annie McEnroe,,92,0,70,7.5,228349,73710000,157544083,0,0,0,0,0,0,0,0
523,Ghostbusters,2016,19,Paul Feig,Melissa McCarthy,Kristen Wiig,Kate McKinnon,Leslie Jones,,116,0,60,5.2,184393,128340000,135159091,0,1,0,0,0,0,0,0
524,"Il buono, il brutto, il cattivo",1966,97,Sergio Leone,Clint Eastwood,Eli Wallach,Lee Van Cleef,Aldo Giuffrè,,161,2,90,8.9,612853,6100000,47501903,0,0,0,0,0,0,0,0
525,300,2006,71,Zack Snyder,Gerard Butler,Lena Headey,David Wenham,Dominic West,,117,3,52,7.7,685708,210610000,264066829,0,0,0,0,0,0,0,0
526,Arrival,2016,30,Denis Villeneuve,Amy Adams,Jeremy Renner,Forest Whitaker,Michael Stuhlbarg,,116,0,81,7.9,502262,100550000,105892524,1,7,0,0,0,1,1,5
527,Coco,2017,5,Lee Unkrich,Adrian Molina,Anthony Gonzalez,Gael García Bernal,Benjamin Bratt,Alanna Ubach,105,1,81,8.4,262514,209730000,216266865,0,0,0,0,1,0,1,0
528,Spider-Man,2002,2,Sam Raimi,Tobey Maguire,Kirsten Dunst,Willem Dafoe,James Franco,,121,0,73,7.3,631502,403710000,567291320,0,2,0,0,0,0,0,0
529,American Hustle,2013,22,David O. Russell,Christian Bale,Amy Adams,Bradley Cooper,Jennifer Lawrence,,138,2,90,7.2,414639,150120000,162880867,2,6,0,4,0,0,0,0
530,Love Actually,2003,79,Richard Curtis,Hugh Grant,Martine McCutcheon,Liam Neeson,Laura Linney,,135,2,55,7.6,383150,59700000,82028034,0,2,0,0,0,0,0,0
531,Under the Skin,2013,74,Jonathan Glazer,Scarlett Johansson,Jeremy McWilliams,Lynsey Taylor Mackay,Dougie McConnell,,108,2,78,6.3,111401,2610000,2831862,0,0,0,0,0,0,0,0
532,The Hobbit: The Desolation of Smaug,2013,73,Peter Jackson,Ian McKellen,Martin Freeman,Richard Armitage,Ken Stott,,161,0,66,7.8,560323,258370000,280332597,0,2,0,0,0,0,0,0
533,How to Train Your Dragon 2,2014,15,Dean DeBlois,Jay Baruchel,Cate Blanchett,Gerard Butler,Craig Ferguson,,102,0,76,7.8,271526,177000000,188980107,2,3,0,0,0,0,0,0
534,Good Will Hunting,1997,1,Gus Van Sant,Robin Williams,Matt Damon,Ben Affleck,Stellan Skarsgård,,126,2,70,8.3,755110,138430000,217980439,0,3,1,1,0,0,0,0
535,Birdman or (The Unexpected Virtue of Ignorance),2014,24,Alejandro G. Iñárritu,Michael Keaton,Zach Galifianakis,Edward Norton,Andrea Riseborough,,119,2,88,7.7,511412,42340000,45205750,0,2,0,2,0,0,0,0
536,The Green Mile,1999,44,Frank Darabont,Tom Hanks,Michael Clarke Duncan,David Morse,Bonnie Hunt,,189,2,61,8.6,996128,136800000,207579143,2,2,0,1,0,0,0,0
537,Lady Bird,2017,24,Greta Gerwig,Saoirse Ronan,Laurie Metcalf,Tracy Letts,Lucas Hedges,,94,2,94,7.4,170835,48960000,50485985,0,3,0,2,0,1,0,1
538,Blade Runner,1982,96,Ridley Scott,Harrison Ford,Rutger Hauer,Sean Young,Edward James Olmos,,117,4,89,8.2,619689,27000000,70720267,0,0,0,0,0,0,0,0
539,The Incredibles,2004,15,Brad Bird,Craig T. Nelson,Samuel L. Jackson,Holly Hunter,Jason Lee,,115,1,90,8.0,592306,261440000,349853186,1,4,0,0,0,0,0,0
540,The Girl on the Train,2016,33,Tate Taylor,Emily Blunt,Haley Bennett,Rebecca Ferguson,Justin Theroux,,112,2,48,6.5,147910,75400000,79406229,0,0,0,0,0,0,0,0
541,Apocalypse Now,1979,41,Francis Ford Coppola,Martin Sheen,Marlon Brando,Robert Duvall,Frederic Forrest,,147,6,94,8.5,540449,83470000,290703848,2,6,0,1,0,0,0,0
542,Edge of Tomorrow,2014,36,Doug Liman,Tom Cruise,Emily Blunt,Bill Paxton,Brendan Gleeson,,113,0,71,7.9,539293,100210000,106992636,0,3,0,0,0,0,0,0
543,Kingsman: The Secret Service,2014,8,Matthew Vaughn,Colin Firth,Taron Egerton,Samuel L. Jackson,Michael Caine,,129,2,60,7.7,536484,128260000,136941178,3,6,0,0,0,0,0,0
544,Twelve Monkeys,1995,111,Terry Gilliam,Bruce Willis,Madeleine Stowe,Brad Pitt,Joseph Melito,,129,2,74,8.0,535498,57140000,94778581,0,0,0,0,0,0,0,0
545,Groundhog Day,1993,112,Harold Ramis,Bill Murray,Andie MacDowell,Chris Elliott,Stephen Tobolowsky,,101,0,72,8.0,535316,70910000,124071584,0,0,0,0,0,0,0,0
546,Taken,2008,6,Pierre Morel,Liam Neeson,Maggie Grace,Famke Janssen,Leland Orser,,94,2,51,7.8,535033,145000000,170226185,0,1,0,0,0,0,0,0
547,Casino Royale,2006,39,Martin Campbell,Daniel Craig,Eva Green,Judi Dench,Jeffrey Wright,,144,2,80,8.0,534775,167450000,209951999,1,4,0,0,0,0,0,0
548,Prometheus,2012,113,Ridley Scott,Noomi Rapace,Logan Marshall-Green,Michael Fassbender,Charlize Theron,,124,2,64,7.0,534569,126480000,139241572,1,1,0,0,0,0,0,0
549,2001: A Space Odyssey,1968,81,Stanley Kubrick,Keir Dullea,Gary Lockwood,William Sylvester,Daniel Richter,,149,1,82,8.3,533694,56950000,413837569,0,0,0,0,0,0,0,0
550,The Curious Case of Benjamin Button,2008,105,David Fincher,Brad Pitt,Cate Blanchett,Tilda Swinton,Julia Ormond,,166,0,70,7.8,533681,127510000,149693385,2,4,0,1,0,0,0,0
551,Ted,2012,104,Seth MacFarlane,Mark Wahlberg,Mila Kunis,Seth MacFarlane,Joel McHale,,106,2,62,6.9,533652,218820000,240898488,0,1,0,0,0,0,0,0
552,Jurassic World,2015,2,Colin Trevorrow,Chris Pratt,Bryce Dallas Howard,Ty Simpkins,Judy Greer,,124,0,59,7.0,532042,652270000,695593225,0,0,0,0,0,0,0,0
553,Argo,2012,98,Ben Affleck,Ben Affleck,Bryan Cranston,John Goodman,Alan Arkin,,120,0,86,7.7,529907,136030000,149755147,1,2,0,1,0,0,0,0
554,X-Men,2000,2,Bryan Singer,Patrick Stewart,Hugh Jackman,Ian McKellen,Famke Janssen,,104,0,64,7.4,528958,157300000,230888879,0,1,0,0,0,0,0,0
555,Psycho,1960,18,Alfred Hitchcock,Anthony Perkins,Janet Leigh,Vera Miles,John Gavin,,109,3,97,8.5,528503,32000000,273484430,0,1,0,1,0,0,0,0
556,Life of Pi,2012,10,Ang Lee,Suraj Sharma,Irrfan Khan,Adil Hussain,Tabu,,127,0,79,7.9,528439,124990000,137601234,0,0,0,0,0,0,0,0
557,Inside Out,2015,5,Pete Docter,Ronnie Del Carmen,Amy Poehler,Bill Hader,Lewis Black,Mindy Kaling,95,1,94,8.2,525133,356460000,380135774,0,0,0,0,1,0,0,1
558,Thor: The Dark World,2013,0,Alan Taylor,Chris Hemsworth,Natalie Portman,Tom Hiddleston,Stellan Skarsgård,,112,0,54,7.0,524792,206360000,223901516,1,1,0,0,0,0,0,0
559,Suicide Squad,2016,0,David Ayer,Will Smith,Jared Leto,Margot Robbie,Viola Davis,,123,0,40,6.1,520651,325100000,342373543,1,4,0,0,0,0,1,0
560,The Amazing Spider-Man,2012,2,Marc Webb,Andrew Garfield,Emma Stone,Rhys Ifans,Irrfan Khan,,136,0,66,7.0,519161,262030000,288468288,0,0,0,0,0,0,0,0
561,Into the Wild,2007,56,Sean Penn,Emile Hirsch,Vince Vaughn,Catherine Keener,Marcia Gay Harden,,148,2,73,8.1,519072,18350000,22369452,1,3,0,0,0,0,0,0
562,Heat,1995,27,Michael Mann,Al Pacino,Robert De Niro,Val Kilmer,Jon Voight,,170,3,76,8.2,517982,67440000,111863275,4,13,0,0,0,0,0,0
563,Prisoners,2013,33,Denis Villeneuve,Hugh Jackman,Jake Gyllenhaal,Viola Davis,Melissa Leo,,153,2,74,8.1,517837,61000000,66185271,1,5,0,0,0,0,0,0
564,Drive,2011,22,Nicolas Winding Refn,Ryan Gosling,Carey Mulligan,Bryan Cranston,Albert Brooks,,100,3,78,7.8,515955,35060000,39396194,0,3,0,0,0,0,0,0
565,Birdman or (The Unexpected Virtue of Ignorance),2014,24,Alejandro G. Iñárritu,Michael Keaton,Zach Galifianakis,Edward Norton,Andrea Riseborough,,119,2,88,7.7,511412,42340000,45205750,0,2,0,2,0,0,0,0
566,Frozen,2013,5,Chris Buck,Jennifer Lee,Kristen Bell,Idina Menzel,Jonathan Groff,Josh Gad,102,1,74,7.5,510315,400740000,434804680,0,0,0,0,0,0,0,0
567,Jaws,1975,72,Steven Spielberg,Roy Scheider,Robert Shaw,Richard Dreyfuss,Lorraine Gary,,124,6,87,8.0,503887,260000000,1221135785,0,2,0,0,0,0,0,0
568,Arrival,2016,30,Denis Villeneuve,Amy Adams,Jeremy Renner,Forest Whitaker,Michael Stuhlbarg,,116,0,81,7.9,502262,100550000,105892524,1,7,0,0,0,1,1,5
569,Looper,2012,3,Rian Johnson,Joseph Gordon-Levitt,Bruce Willis,Emily Blunt,Paul Dano,,113,2,84,7.4,495610,66490000,73198704,0,0,0,0,0,0,0,0
570,Spider-Man 2,2004,2,Sam Raimi,Tobey Maguire,Kirsten Dunst,Alfred Molina,James Franco,,127,0,83,7.3,492820,373590000,499929819,0,0,0,0,0,0,0,0
571,Kick-Ass,2010,114,Matthew Vaughn,Aaron Taylor-Johnson,Nicolas Cage,Chloë Grace Moretz,Garrett M. Brown,,117,3,66,7.6,492784,48070000,55720437,1,1,0,0,0,0,0,0
572,Independence Day,1996,2,Roland Emmerich,Will Smith,Bill Pullman,Jeff Goldblum,Mary McDonnell,,145,0,59,7.0,490788,306170000,493384553,0,2,0,0,0,0,0,0
573,Doctor Strange,2016,0,Scott Derrickson,Benedict Cumberbatch,Chiwetel Ejiofor,Rachel McAdams,Benedict Wong,,115,0,72,7.5,489333,232640000,245000864,0,3,0,0,0,0,0,1
574,"Lock, Stock and Two Smoking Barrels",1998,70,Guy Ritchie,Jason Flemyng,Dexter Fletcher,Nick Moran,Jason Statham,,107,5,66,8.2,488448,3900000,6047310,0,0,0,0,0,0,0,0
575,L.A. Confidential,1997,33,Curtis Hanson,Kevin Spacey,Russell Crowe,Guy Pearce,Kim Basinger,,138,3,90,8.3,487826,64620000,101754649,1,0,1,0,0,0,0,0
576,Limitless,2011,111,Neil Burger,Bradley Cooper,Anna Friel,Abbie Cornish,Robert De Niro,,105,0,59,7.4,487240,79250000,89051579,2,4,0,0,0,0,0,0
577,Harry Potter and the Chamber of Secrets,2002,16,Chris Columbus,Daniel Radcliffe,Rupert Grint,Emma Watson,Richard Harris,,161,0,63,7.4,485941,261990000,368147068,0,2,0,0,0,0,0,0
578,Harry Potter and the Prisoner of Azkaban,2004,16,Alfonso Cuarón,Daniel Radcliffe,Emma Watson,Rupert Grint,Richard Griffiths,,142,0,82,7.9,482299,249360000,333687999,0,0,0,0,0,0,0,0
579,Harry Potter and the Goblet of Fire,2005,16,Mike Newell,Daniel Radcliffe,Emma Watson,Rupert Grint,Eric Sykes,,157,0,81,7.7,481799,290010000,375350240,0,0,0,0,0,0,0,0
580,Ant-Man,2015,8,Peyton Reed,Paul Rudd,Michael Douglas,Corey Stoll,Evangeline Lilly,,117,0,64,7.3,480389,180200000,192168733,1,0,0,0,0,0,0,0
581,Superbad,2007,29,Greg Mottola,Michael Cera,Jonah Hill,Christopher Mintz-Plasse,Bill Hader,,113,3,76,7.6,478259,121460000,148065049,0,0,0,0,0,0,0,0
582,X2,2003,2,Bryan Singer,Patrick Stewart,Hugh Jackman,Halle Berry,Ian McKellen,,134,0,68,7.5,474752,214950000,295342143,1,2,0,0,0,0,0,0
583,The Matrix Reloaded,2003,36,Lana Wachowski,Lilly Wachowski,Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss,Hugo Weaving,138,2,62,7.2,473409,281490000,386768364,0,1,0,0,0,0,0,0
584,21 Jump Street,2012,35,Phil Lord,Christopher Miller,Jonah Hill,Channing Tatum,Ice Cube,Brie Larson,109,2,69,7.2,472970,138450000,152419320,0,1,0,0,0,0,0,0
585,Wonder Woman,2017,0,Patty Jenkins,Gal Gadot,Chris Pine,Robin Wright,Lucy Davis,,141,0,76,7.5,471972,412560000,425418670,0,0,0,0,0,0,0,0
586,The Bourne Identity,2002,85,Doug Liman,Franka Potente,Matt Damon,Chris Cooper,Clive Owen,,119,2,68,7.9,471011,121660000,170956038,0,1,0,0,0,0,0,0
587,Men in Black,1997,77,Barry Sonnenfeld,Tommy Lee Jones,Will Smith,Linda Fiorentino,Vincent D'Onofrio,,98,0,71,7.3,470356,250690000,394751978,1,1,0,0,0,0,0,0
588,Casablanca,1942,115,Michael Curtiz,Humphrey Bogart,Ingrid Bergman,Paul Henreid,Claude Rains,,102,1,100,8.5,469639,1020000,15837316,0,1,0,0,0,0,0,0
589,Ocean's Eleven,2001,69,Steven Soderbergh,George Clooney,Brad Pitt,Julia Roberts,Matt Damon,,116,0,74,7.8,469530,183420000,261828741,1,4,0,0,0,0,0,0
590,Rise of the Planet of the Apes,2011,31,Rupert Wyatt,James Franco,Andy Serkis,Freida Pinto,Karin Konoval,,105,0,68,7.6,468964,176760000,198621541,0,1,0,0,0,0,0,0
591,22 Jump Street,2014,35,Phil Lord,Christopher Miller,Channing Tatum,Jonah Hill,Ice Cube,Nick Offerman,112,2,71,7.0,315494,191720000,204696419,0,2,0,0,0,0,0,0
592,Twilight,2008,105,Catherine Hardwicke,Kristen Stewart,Robert Pattinson,Billy Burke,Sarah Clarke,,122,8,56,5.2,390248,191470000,224780742,0,0,0,0,0,0,0,0
593,Cars 2,2011,5,John Lasseter,Brad Lewis,Owen Wilson,Larry the Cable Guy,Michael Caine,Emily Mortimer,106,1,57,6.2,135720,191450000,215128389,2,4,0,0,0,0,0,0
594,Teenage Mutant Ninja Turtles,2014,8,Jonathan Liebesman,Megan Fox,Will Arnett,William Fichtner,Noel Fisher,,101,0,31,5.8,191079,191200000,204141223,0,0,0,0,0,0,0,0
595,Men in Black II,2002,8,Barry Sonnenfeld,Tommy Lee Jones,Will Smith,Rip Torn,Lara Flynn Boyle,,88,0,49,6.1,309201,190420000,267577254,1,3,0,0,0,0,0,0
596,Wreck-It Ralph,2012,5,Rich Moore,John C. Reilly,Jack McBrayer,Jane Lynch,Sarah Silverman,,101,0,72,7.7,337642,189420000,208532089,0,1,0,0,0,0,0,0
597,Grease,1978,116,Randal Kleiser,John Travolta,Olivia Newton-John,Stockard Channing,Jeff Conaway,,110,0,70,7.2,207261,188760000,731387957,0,1,0,0,0,0,0,0
598,Dunkirk,2017,91,Christopher Nolan,Fionn Whitehead,Barry Keoghan,Mark Rylance,Tom Hardy,,106,0,94,7.9,453730,188370000,194241116,1,1,0,0,0,1,3,3
599,Interstellar,2014,28,Christopher Nolan,Matthew McConaughey,Anne Hathaway,Jessica Chastain,Mackenzie Foy,,169,0,74,8.6,1269976,188020000,200745987,2,3,0,0,0,0,0,0
600,Gladiator,2000,37,Ridley Scott,Russell Crowe,Joaquin Phoenix,Connie Nielsen,Oliver Reed,,155,3,67,8.5,1193911,187710000,275525439,0,1,1,1,0,0,0,0
601,The Croods,2013,15,Kirk DeMicco,Chris Sanders,Nicolas Cage,Ryan Reynolds,Emma Stone,Catherine Keener,98,1,55,7.2,175079,187170000,203080281,1,3,0,0,0,0,0,0
602,Sherlock Holmes: A Game of Shadows,2011,86,Guy Ritchie,Robert Downey Jr.,Jude Law,Jared Harris,Rachel McAdams,,129,0,48,7.5,390135,186850000,209959464,0,4,0,0,0,0,0,0
603,The Day After Tomorrow,2004,2,Roland Emmerich,Dennis Quaid,Jake Gyllenhaal,Emmy Rossum,Dash Mihok,,124,0,47,6.4,381743,186740000,249891310,0,0,0,0,0,0,0,0
604,Mr. & Mrs. Smith,2005,35,Doug Liman,Brad Pitt,Angelina Jolie,Adam Brody,Vince Vaughn,,120,2,55,6.5,411797,186340000,241173628,1,1,0,0,0,0,0,0
605,Snow White and the Seven Dwarfs,1937,103,William Cottrell,David Hand,Wilfred Jackson,Larry Morey,Perce Pearce,Ben Sharpsteen,83,1,95,7.6,161990,184930000,3250114762,0,0,0,0,0,0,0,0
606,Pitch Perfect 2,2015,117,Elizabeth Banks,Anna Kendrick,Rebel Wilson,Hailee Steinfeld,Brittany Snow,,115,0,63,6.4,128908,184300000,196541051,0,2,0,0,0,0,0,0
607,Dances with Wolves,1990,118,Kevin Costner,Kevin Costner,Mary McDonnell,Graham Greene,Rodney A. Grant,,181,4,72,8.0,218279,184210000,356355552,0,0,0,0,0,0,0,0
608,Batman Forever,1995,0,Joel Schumacher,Val Kilmer,Tommy Lee Jones,Jim Carrey,Nicole Kidman,,121,0,51,5.4,218066,184030000,305252053,1,1,0,0,0,0,0,0
609,The Fugitive,1993,3,Andrew Davis,Harrison Ford,Tommy Lee Jones,Sela Ward,Julianne Moore,,130,9,87,7.8,242834,183880000,321735761,0,2,1,0,0,0,0,0
610,The Revenant,2015,89,Alejandro G. Iñárritu,Leonardo DiCaprio,Tom Hardy,Will Poulter,Domhnall Gleeson,,156,2,76,8.0,608070,183640000,195837215,0,4,1,1,0,1,0,8
611,Ocean's Eleven,2001,69,Steven Soderbergh,George Clooney,Brad Pitt,Julia Roberts,Matt Damon,,116,0,74,7.8,469530,183420000,261828741,1,4,0,0,0,0,0,0
612,The Polar Express,2004,5,Robert Zemeckis,Tom Hanks,Chris Coppola,Michael Jeter,Leslie Zemeckis,,100,1,61,6.6,154221,183370000,245381651,2,3,0,0,0,0,0,0
613,The Simpsons Movie,2007,5,David Silverman,Dan Castellaneta,Julie Kavner,Nancy Cartwright,Yeardley Smith,,87,0,80,7.3,289409,183140000,223255665,0,0,0,0,0,0,0,0
614,What Women Want,2000,112,Nancy Meyers,Mel Gibson,Helen Hunt,Marisa Tomei,Alan Alda,,127,0,47,6.4,179197,182810000,268333096,3,0,0,0,0,0,0,0
615,The Perfect Storm,2000,37,Wolfgang Petersen,George Clooney,Mark Wahlberg,John C. Reilly,Diane Lane,,130,8,59,6.4,145900,182620000,268054209,0,0,0,0,0,0,0,0
616,Lincoln,2012,42,Steven Spielberg,Daniel Day-Lewis,Sally Field,David Strathairn,Joseph Gordon-Levitt,,150,0,86,7.4,226805,182210000,200594614,3,3,1,1,0,0,0,0
617,Liar Liar,1997,104,Tom Shadyac,Jim Carrey,Maura Tierney,Amanda Donohoe,Jennifer Tilly,,86,0,70,6.9,256954,181410000,285659406,0,1,0,0,0,0,0,0
618,Jurassic Park III,2001,2,Joe Johnston,Sam Neill,William H. Macy,Téa Leoni,Alessandro Nivola,,92,0,42,5.9,269452,181170000,258616907,0,1,0,0,0,0,0,0
619,Thor,2011,0,Kenneth Branagh,Chris Hemsworth,Anthony Hopkins,Natalie Portman,Tom Hiddleston,,115,0,57,7.0,664039,181030000,203419651,2,4,0,0,0,0,0,0
620,Mission: Impossible,1996,39,Brian De Palma,Tom Cruise,Jon Voight,Emmanuelle Béart,Henry Czerny,,110,0,59,7.1,355447,180980000,291644304,1,3,0,0,0,0,0,0
621,Ant-Man,2015,8,Peyton Reed,Paul Rudd,Michael Douglas,Corey Stoll,Evangeline Lilly,,117,0,64,7.3,480389,180200000,192168733,1,0,0,0,0,0,0,0
622,Planet of the Apes,2001,2,Tim Burton,Mark Wahlberg,Helena Bonham Carter,Tim Roth,Michael Clarke Duncan,,119,0,50,5.7,200314,180010000,256961028,0,3,0,0,0,0,0,0
623,Madagascar: Escape 2 Africa,2008,5,Eric Darnell,Tom McGrath,Ben Stiller,Chris Rock,David Schwimmer,Jada Pinkett Smith,89,0,61,6.7,180396,180010000,211327004,0,0,0,0,0,0,0,0
624,X-Men Origins: Wolverine,2009,2,Gavin Hood,Hugh Jackman,Liev Schreiber,Ryan Reynolds,Danny Huston,,107,2,40,6.6,430588,179880000,211927889,0,0,0,0,0,0,0,0
625,Indiana Jones and the Temple of Doom,1984,49,Steven Spielberg,Harrison Ford,Kate Capshaw,Jonathan Ke Quan,Amrish Puri,,118,8,57,7.6,399858,179870000,437643313,0,0,0,0,0,0,0,0
626,Top Gun,1986,65,Tony Scott,Tom Cruise,Tim Robbins,Kelly McGillis,Val Kilmer,,110,1,50,6.9,258744,179800000,414623155,0,0,0,0,0,0,0,0
627,Hitch,2005,53,Andy Tennant,Will Smith,Eva Mendes,Kevin James,Amber Valletta,,118,0,58,6.6,275687,179500000,232320844,0,1,0,0,0,0,0,0
628,Men in Black 3,2012,8,Barry Sonnenfeld,Will Smith,Tommy Lee Jones,Josh Brolin,Jemaine Clement,,106,0,58,6.8,305529,179020000,197082750,1,5,0,0,0,0,0,0
629,Rain Man,1988,11,Barry Levinson,Dustin Hoffman,Tom Cruise,Valeria Golino,Gerald R. Molen,,133,2,65,8.0,437406,178800000,382158215,1,4,1,0,0,0,0,0
630,Pretty Woman,1990,53,Garry Marshall,Richard Gere,Julia Roberts,Jason Alexander,Laura San Giacomo,,119,2,51,7.0,256942,178410000,345135411,0,1,0,1,0,0,0,0
631,Home,2015,5,Tim Johnson,Jim Parsons,Rihanna,Steve Martin,Jennifer Lopez,,94,1,55,6.6,85037,177400000,189182759,0,0,0,0,0,0,0,0
632,Night at the Museum: Battle of the Smithsonian,2009,58,Shawn Levy,Ben Stiller,Owen Wilson,Amy Adams,Hank Azaria,,105,0,42,6.0,158645,177240000,208817540,0,2,0,0,0,0,0,0
633,Tootsie,1982,79,Sydney Pollack,Dustin Hoffman,Jessica Lange,Teri Garr,Dabney Coleman,,116,0,87,7.4,88487,177200000,464134492,1,3,1,2,0,0,0,0
634,How to Train Your Dragon 2,2014,15,Dean DeBlois,Jay Baruchel,Cate Blanchett,Gerard Butler,Craig Ferguson,,102,0,76,7.8,271526,177000000,188980107,2,3,0,0,0,0,0,0
635,Rise of the Planet of the Apes,2011,31,Rupert Wyatt,James Franco,Andy Serkis,Freida Pinto,Karin Konoval,,105,0,68,7.6,468964,176760000,198621541,0,1,0,0,0,0,0,0
636,Captain America: The First Avenger,2011,2,Joe Johnston,Chris Evans,Hugo Weaving,Samuel L. Jackson,Hayley Atwell,,124,0,66,6.9,644018,176650000,198497936,0,1,0,0,0,0,0,0
637,The Karate Kid,2010,119,Harald Zwart,Jackie Chan,Jaden Smith,Taraji P. Henson,Wenwen Han,,140,0,61,6.2,144444,176590000,204694653,0,1,0,0,0,0,0,0
638,There's Something About Mary,1998,53,Bobby Farrelly,Peter Farrelly,Cameron Diaz,Matt Dillon,Ben Stiller,Lee Evans,119,2,69,7.1,273120,176480000,273648534,0,0,0,0,0,0,0,0
639,Ice Age,2002,5,Chris Wedge,Carlos Saldanha,Denis Leary,John Leguizamo,Ray Romano,Goran Visnjic,81,1,60,7.5,395943,176390000,247862367,0,0,0,0,0,0,0,0
640,The Bourne Supremacy,2004,85,Paul Greengrass,Matt Damon,Franka Potente,Joan Allen,Brian Cox,,108,0,73,7.8,403856,176240000,235840443,0,4,0,0,0,0,0,0
641,Music and Lyrics,2007,120,Marc Lawrence,Hugh Grant,Drew Barrymore,Scott Porter,Nick Bacon,,96,0,59,6.5,90761,50570000,61647041,0,0,0,0,0,0,0,0
642,Frozen,2013,5,Chris Buck,Jennifer Lee,Kristen Bell,Idina Menzel,Jonathan Groff,Josh Gad,102,1,74,7.5,510315,400740000,434804680,0,0,0,0,0,0,0,0
643,The Outsiders,1983,22,Francis Ford Coppola,C. Thomas Howell,Matt Dillon,Ralph Macchio,Patrick Swayze,,91,2,41,7.2,67152,25600000,64966290,0,0,0,0,0,0,0,0
644,Her,2013,60,Spike Jonze,Joaquin Phoenix,Amy Adams,Scarlett Johansson,Rooney Mara,,126,2,90,8.0,458789,25570000,27743564,0,8,0,0,0,0,0,0
645,X-Men,2000,2,Bryan Singer,Patrick Stewart,Hugh Jackman,Ian McKellen,Famke Janssen,,104,0,64,7.4,528958,157300000,230888879,0,1,0,0,0,0,0,0
646,12 Years a Slave,2013,42,Steve McQueen,Chiwetel Ejiofor,Michael Kenneth Williams,Michael Fassbender,Brad Pitt,,134,2,96,8.1,569378,56670000,61487202,0,3,0,2,0,0,0,0
647,Wreck-It Ralph,2012,5,Rich Moore,John C. Reilly,Jack McBrayer,Jane Lynch,Sarah Silverman,,101,0,72,7.7,337642,189420000,208532089,0,1,0,0,0,0,0,0
648,Junebug,2005,24,Phil Morrison,Embeth Davidtz,Alessandro Nivola,David Kuhn,Alicia Van Couvering,,106,2,80,7.0,20857,2680000,3468634,0,0,0,0,0,0,0,0
649,Spectre,2015,39,Sam Mendes,Daniel Craig,Christoph Waltz,Léa Seydoux,Ralph Fiennes,,148,0,60,6.8,348533,200070000,213358481,2,2,0,0,0,0,0,0
650,Les Misérables,2012,121,Tom Hooper,Hugh Jackman,Russell Crowe,Anne Hathaway,Amanda Seyfried,,158,0,63,7.6,283176,148810000,163824623,1,3,1,1,0,0,0,0
651,That's My Boy,2012,29,Sean Anders,Adam Sandler,Andy Samberg,Leighton Meester,Susan Sarandon,,116,2,31,5.6,81944,36930000,40656161,1,4,0,0,0,0,0,0
652,Molly's Game,2017,32,Aaron Sorkin,Jessica Chastain,Idris Elba,Kevin Costner,Michael Cera,,140,2,71,7.5,100070,28780000,29677015,1,3,0,0,0,0,0,1
653,Scarface,1983,22,Brian De Palma,Al Pacino,Michelle Pfeiffer,Steven Bauer,Mary Elizabeth Mastrantonio,,170,3,65,8.3,654885,45600000,115721204,0,5,0,0,0,0,0,0
654,The Age of Adaline,2015,105,Lee Toland Krieger,Blake Lively,Michiel Huisman,Harrison Ford,Kathy Baker,,112,0,51,7.2,136790,42480000,45301486,0,1,0,0,0,0,0,0
655,Mrs. Doubtfire,1993,102,Chris Columbus,Robin Williams,Sally Field,Pierce Brosnan,Harvey Fierstein,,125,1,53,7.0,217240,219200000,383535342,2,3,0,0,0,0,0,0
656,Man of Steel,2013,2,Zack Snyder,Henry Cavill,Amy Adams,Michael Shannon,Diane Lane,,143,0,55,7.1,639248,291050000,315790543,0,6,0,0,0,0,0,0
657,"Love, Rosie",2014,53,Christian Ditter,Lily Collins,Sam Claflin,Christian Cooke,Jaime Winstone,,102,0,44,7.2,102341,10000,10677,0,0,0,0,0,0,0,0
658,Ferris Bueller's Day Off,1986,29,John Hughes,Matthew Broderick,Alan Ruck,Mia Sara,Jeffrey Jones,,103,0,61,7.8,286067,70140000,161744539,0,0,0,0,0,0,0,0
659,Harry Potter and the Goblet of Fire,2005,16,Mike Newell,Daniel Radcliffe,Emma Watson,Rupert Grint,Eric Sykes,,157,0,81,7.7,481799,290010000,375350240,0,0,0,0,0,0,0,0
660,Sicario,2015,3,Denis Villeneuve,Emily Blunt,Josh Brolin,Benicio Del Toro,Jon Bernthal,,121,2,82,7.6,322764,46890000,50004394,1,2,0,0,0,0,0,3
661,Kingsman: The Secret Service,2014,8,Matthew Vaughn,Colin Firth,Taron Egerton,Samuel L. Jackson,Michael Caine,,129,2,60,7.7,536484,128260000,136941178,3,6,0,0,0,0,0,0
